TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
France,12719,13392,14846,16042,16618,17248,17464,17824,17845,19465,20916,21006,21928,23036,23033,22201,23260,23324,24052,24700,24894,24512,25038,25758,26485,26759,29448,29988,30604,31388,26903,26910,27450,26964,28048,27842,30827,31514,32288,32767,33768,34369,34805,35233,36086,35500,35935,36101,37512,36284,36133,38916,39604,40044,38980,39558,38889,39107,37296,..
Gabon,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,14,14,14,14,18,18,18,18,18,18,22,22,22,22,25,25,25,25,29,29,29,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3892,2750,1699,1404,2516,1523,918,2178,1134,1422,1631,1073,1159,1202,1224,1285,1181,1217,1246,1253,1966,1343,1458,1015,961,1058,1080,1211,1316,..
Germany,13892,14357,15926,17608,18979,20264,20488,21125,22932,26442,31788,32839,34405,35489,35942,35744,37210,36947,38876,42707,43124,44345,42998,43153,44651,47340,48010,47909,48478,49298,49205,55141,53622,53989,55458,58288,59562,60692,57895,57006,57276,59036,58284,47030,46433,47290,45655,44068,39971,41753,43488,43585,43290,42930,41483,40133,42257,43045,43513,..
Ghana,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,29,..
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Greece,137,148,151,151,151,148,144,155,162,166,166,162,166,169,238,396,432,320,310,328,346,367,385,454,410,432,454,472,486,500,450,443,468,450,497,536,572,601,648,709,817,770,799,853,857,716,781,904,860,835,659,662,680,961,1235,1397,670,677,728,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Hungary,..,..,..,..,..,1559,1631,1724,1814,1904,2153,2470,2653,2855,3038,3139,3496,3715,3776,3737,3892,3949,4050,4028,4115,4194,4212,4374,4500,4464,4270,3960,3830,3683,3604,3690,3722,3697,3395,3582,3654,3712,3654,3762,3935,3946,4316,4399,4298,4324,3982,4021,3539,4417,4162,4216,4237,4349,4334,..
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18,78,239,274,319,..
India,..,..,..,..,..,..,..,..,..,..,..,5879,6592,5512,5512,6678,7805,8269,7870,8284,8158,9018,9479,9756,10368,11095,11624,13018,14533,14652,14803,16272,18245,20232,21190,22403,23738,24998,26305,29117,29567,29182,31669,33156,34182,35798,38880,39989,42509,44604,47963,51142,50760,55944,58237,59738,56459,62759,65477,..
Indonesia,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,..
Islamic Republic of Iran,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,65,47,50,324,389,518,612,886,1015,1076,1274,1336,1030,1307,1976,1570,1715,1715,..
Iraq,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,58,58,58,58,58,61,61,65,65,65,68,83,86,90,94,94,83,83,182,212,204,184,195,161,164,164,164,153,145,157,176,187,218,..
Israel,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Italy,11891,12809,13403,12719,12085,12046,11963,12110,12348,12647,13100,13255,13518,13622,13961,15469,16081,16632,16909,17136,17269,18565,18990,19282,20297,20570,21175,22064,22673,23454,24210,25384,25888,25769,26395,27904,29243,29196,29790,29840,30650,30841,32281,34070,34567,35705,36788,37454,39020,37926,38398,38855,38732,38790,37667,39082,40183,40978,41544,..
Jamaica,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Japan,18000,19440,20880,23040,25560,28080,30600,32400,34920,38160,40680,41760,45000,47639,48431,50098,52499,53140,53860,55087,54817,55570,56347,57618,57060,58687,59562,61373,64933,68216,60514,64137,64010,65342,66090,67518,67343,67412,67370,67342,66864,66368,66620,65867,66950,68031,66949,67422,67028,65064,65679,63925,63628,63796,63373,63183,62855,62855,62855,..
Jordan,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23288,22716,21672,17888,15750,13828,12355,11070,11768,11894,5436,6012,6091,6476,6674,12413,14195,15484,12161,9828,11246,14202,12067,10656,9038,9256,8191,10625,11643,..
Kenya,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Korea,..,..,..,..,..,..,..,..,..,..,..,0,450,461,479,918,889,1087,1307,1397,1433,1663,1688,1850,2174,2606,3168,3107,3352,3456,3643,3928,4230,4529,5206,5785,6055,6340,5688,6228,7333,8125,8176,8392,8910,9364,9122,8849,7992,7826,7888,8086,8100,7805,7211,7981,9680,10311,10681,..
Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Kuwait,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,518,504,324,511,461,479,457,400,421,403,425,446,450,475,508,0,0,0,0,0,0,0,0,148,835,626,162,165,160,..
Lao People's Democratic Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,918,785,745,688,670,677,641,634,612,554,547,623,518,490,500,533,540,504,497,436,454,446,464,446,421,382,378,377,373,..
Lebanon,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Libya,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,763,832,508,335,367,346,306,320,292,266,274,324,295,324,331,371,328,252,299,277,274,266,270,266,227,241,259,267,287,..
