TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
France,2443209,2539665,2774454,3097026,3189205,3348855,3425869,3660960,3933164,4237549,5095157,5259016,5567217,5954695,5697065,5412906,5612313,5639777,6014831,6137875,5915503,5623187,5422712,5533604,5627250,5731519,5800328,5901237,5854767,5940386,5930922,6363704,6405042,6261929,6199849,6329990,6580988,6531370,6703387,6723352,6789446,7027613,6859405,6999658,7064125,7014956,6924692,6792950,6818935,6538062,6689176,6445257,6621419,6720625,6308896,6408859,6489834,6490476,6337854,..
Gabon,..,..,..,..,..,..,..,..,..,..,..,25913,25977,28313,28915,31996,38434,42301,47915,41900,42197,47856,50868,51095,49130,51126,49170,46910,49881,43909,42270,45342,46850,49325,49622,52070,53349,55184,57106,56780,56815,58638,71304,85166,99804,117085,132867,147056,163890,179203,200370,157661,137534,207596,196037,198143,199685,178267,176361,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,375815,319036,271609,254517,149230,94030,130139,113723,102391,96190,96186,84613,84276,87972,89960,92888,94059,102360,102923,101708,111552,127111,132114,156143,167250,174338,184158,186791,184979,..
Germany,4122384,4274139,4705902,5175683,5286127,5477788,5669767,5698046,6113419,6679024,9134343,9136788,9530417,10120223,9755286,9479545,9956126,10028468,10451430,10900184,10411330,10018999,9629384,9746800,10082135,10397096,10497199,10544673,10481387,10162717,10081303,9962918,9714333,9732284,9609896,9768433,10135124,10008728,9975786,9785507,9688436,9857058,9711161,9843155,9809191,9699443,9901038,9321806,9652015,9101982,9709270,9253264,9366624,9583945,9115166,9249335,9392801,9499501,9323099,..
Ghana,..,..,..,..,..,..,..,..,..,..,..,108221,114730,122162,124456,128642,132780,137467,138309,138977,143076,153199,149419,133556,135494,145596,155678,164345,170104,178204,180926,183121,194125,199265,205729,217485,227860,232524,239090,254610,225796,220063,214262,200871,203517,199852,201300,200725,212811,234503,231977,254263,279573,290357,292097,301031,301142,313742,335431,..
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,1075,903,994,949,1041,839,835,793,1140,1063,793,968,1045,962,1136,1445,1615,1926,1791,1912,2595,3221,3235,3800,3722,3771,3944,4170,4354,4538,4628,4722,4782,5260,5377,5607,5536,5576,6038,6127,5938,6077,6421,6884,7443,7963,8451,9206,..
Greece,80057,90246,98104,103894,123561,134731,154125,162463,175626,202221,255213,282938,321669,357050,328763,341528,383182,393266,428711,446301,448047,432807,448716,465635,486856,500135,491954,524658,552458,585470,606828,619996,619694,617449,622104,642653,690733,713522,755176,746835,775066,801951,818872,864088,856404,873034,897869,913908,888776,864181,815815,798461,717258,641364,649343,688346,689646,682466,658785,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,100755,104193,108164,113491,128669,130425,136806,142887,150074,137920,136369,136871,134338,138797,141503,144577,151580,156289,161761,169031,172772,179761,183263,185041,200609,202295,210632,221338,248080,250182,259049,286661,297591,302851,320664,327299,344502,335652,349084,356758,367431,375813,386879,401685,423884,451872,470816,485915,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,60381,62123,63134,65212,66691,70083,71516,73998,75932,77064,69019,70990,72529,73037,73749,66615,67339,68653,69692,75891,76210,76904,76671,71526,81422,83943,88029,91012,94287,97140,98340,100869,102738,103232,106270,109063,114505,115040,117680,122122,125950,125813,128164,131562,137628,139385,140862,143294,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,54926,56825,59073,60128,61959,63652,66613,69375,72453,74640,74314,75215,78768,80875,81665,82952,88648,92688,96935,97740,97740,100659,102495,105500,106960,109937,118570,123364,112352,114133,121429,126727,135760,138455,146276,153327,168875,167997,162373,168369,173495,184772,180094,191982,196869,195686,166371,185451,..
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,88078,88367,85612,106365,99335,117500,136751,142254,124815,120710,128973,146674,149734,158467,153169,176626,192542,218179,216764,217213,225502,262022,269311,293844,286352,282549,285288,380520,458823,391023,381995,345960,338473,315632,310519,319710,328749,332252,366118,340868,355701,357913,359987,373326,372737,382074,390158,375589,..
Hungary,..,..,..,..,..,454411,474457,488779,501180,534941,585555,619481,637482,692004,717507,740603,785285,827355,902448,902205,902982,893679,891836,869230,903225,919899,902803,934626,911244,912229,866180,814281,715385,712677,714812,722275,741266,715048,723845,719910,721160,747373,756767,779480,781942,857247,845054,806902,796224,777730,794225,784539,743804,748104,741664,789624,806956,843423,842162,..
