TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Denmark,368709,390664,446837,490899,514060,562430,616113,619710,652550,757712,819539,774780,806404,795137,737135,731552,795483,815976,832303,861216,801160,725084,733326,692307,717691,808048,819726,819984,782248,733711,726846,806023,771232,791990,819646,812119,918961,851563,837785,802798,780699,804532,796151,841867,814740,790959,849229,829284,808100,770284,816109,753374,723046,724369,681675,681508,697363,705119,712767,691985
Dominican Republic,..,..,..,..,..,..,..,..,..,..,..,98004,114276,120034,126301,128997,133312,136403,139877,145346,143812,148788,151937,161539,170132,141775,147110,166641,159523,157315,168012,169351,187811,181970,209034,219549,229157,255726,271528,281785,307468,298854,326430,294391,284583,297162,308232,319897,308028,300790,316467,323268,332181,323851,320294,346447,370479,366531,386414,..
Ecuador,..,..,..,..,..,..,..,..,..,..,..,93664,97067,98472,119304,131555,146331,175397,180654,190724,209191,217599,234261,217191,232563,235113,234121,239740,251071,240048,265030,278562,281956,262909,281401,329532,347083,360322,370237,333125,339343,361382,390170,430387,442325,479496,470758,517021,457502,508190,538835,566294,561593,595315,651338,628246,602023,619834,612206,..
Egypt,..,..,..,..,..,..,..,..,..,..,..,360109,394365,369252,411162,445311,510933,552279,570295,622460,663308,768830,837434,927438,1024516,1104318,1133977,1206645,1235336,1317966,1384485,1384261,1422692,1473876,1417102,1507663,1597115,1661572,1775665,1810925,1715423,1952779,2002023,2080220,2272022,2612508,2759585,2945881,3054300,3124395,3094135,3220770,3316845,3252130,3371771,3378780,3691707,3893379,4003360,..
El Salvador,..,..,..,..,..,..,..,..,..,..,..,73363,78429,82892,84756,94638,109285,112769,119402,116457,105478,113970,117703,113135,115479,109891,95439,106505,99374,101871,103371,113656,118638,124882,132265,140704,134410,148847,153048,158776,133653,141929,145991,156312,157782,161904,172636,174760,177285,174582,177094,176577,179560,169659,167474,174589,178324,175514,180886,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,1191,1280,937,1032,1083,1221,1228,1712,1629,1811,2080,2047,1702,1966,1915,1957,2044,2306,2610,2435,2438,2440,2528,2575,2621,2926,3416,3169,3795,11193,16108,45999,48410,66050,102842,120147,103722,129792,133416,135864,144202,149088,132296,114085,95588,75448,82441,101693,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36738,38569,39784,41778,43854,43577,28329,29374,29642,31059,31340,33561,31136,32050,29121,30075,28388,30284,31099,31627,32283,32735,33123,33527,33949,35088,36480,..
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,401605,373396,273511,227719,229608,216527,239652,235004,214432,201549,197458,206055,197208,218017,222160,218318,213003,238370,230111,203994,236288,235897,231538,255508,242559,228940,250979,239037,262424,218003
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,453389,464966,479368,491511,499741,508266,514717,522957,531477,542073,556058,569647,587944,604763,624138,647122,672857,694271,718566,745593,770798,786916,821149,853890,886357,917096,942827,971972,998855,1030234,1071332,1103169,1139076,1173666,1200722,1238055,1279240,1320316,1357720,1396114,1448049,1491578,1548482,1614748,1651911,1711882,1759467,1812605,..
Finland,407482,420792,444152,469493,510099,551795,587956,602907,647513,710213,746812,760687,813586,880616,860947,824921,882427,896081,928164,990183,1029908,991676,971153,980691,1003659,1081613,1128928,1230868,1157772,1195889,1188251,1205508,1135926,1191548,1272404,1210837,1302428,1350794,1363530,1359049,1356050,1391425,1463819,1543564,1560489,1439934,1566946,1543113,1482421,1400385,1532269,1473535,1421809,1399912,1429438,1357126,1417309,1400211,1422905,1419104
France,3316867,3451791,3732682,4034503,4297932,4400711,4473484,4779172,5056357,5476172,6420671,6639193,7008600,7542087,7299998,6906811,7372866,7235651,7715435,8038210,8029197,7842295,7652391,7851939,8134127,8533569,8666138,8882030,8843874,9208050,9371879,9905767,9735679,9897031,9522131,9917828,10479498,10158572,10454339,10437214,10539881,10900460,10927447,11203675,11366225,11415658,11230914,11107923,11157603,10674996,11005608,10801724,10794403,10833344,10415806,10576406,10380127,10364419,10314376,10106962
Gabon,..,..,..,..,..,..,..,..,..,..,..,44823,45111,60474,65887,54378,52156,56869,64541,57133,57537,64561,66461,68360,63592,56942,56900,53988,57088,53165,49470,51084,54606,57775,51214,56161,58479,59201,62973,61297,61580,66104,79799,93817,108884,125794,141502,157621,173490,189727,212931,171294,151219,222241,215932,218106,219225,208756,205923,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,519819,420989,362586,318404,196161,155990,156859,137664,127265,116508,120139,107629,106518,113275,116425,118938,126939,139910,125806,129615,130734,148411,155161,174154,185901,196385,203176,205290,203285,..
Germany,5952520,6126899,6585499,7136193,7382690,7564236,7657647,7695006,8289543,9042159,12635945,12771997,13235480,14013388,13748528,13126548,14151461,14189837,14660755,15326104,14954751,14443073,13964772,13961103,14499665,14954674,14932152,15045304,15145916,14887138,14705434,14415852,14147362,14009574,13942809,14088782,14566516,14437723,14350480,14024881,14092637,14515354,14189637,14155547,14273852,14190718,14609488,13859080,14032629,13104681,13797482,13080398,13177600,13459235,12865360,12930716,12981621,13023223,12647454,12595023
Ghana,..,..,..,..,..,..,..,..,..,..,..,125469,132718,140893,147945,153240,153361,162784,162395,163700,168475,176264,181212,153743,164319,182243,189507,205383,200975,216694,221553,229261,237450,248801,258889,270974,280333,292959,309648,321594,265198,264655,264355,251252,247999,246181,266042,261577,280827,287909,318593,334598,373069,375326,381605,397357,385115,382526,413300,..
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,1236,1025,1188,1187,1308,1142,1102,1060,1436,1359,1122,1327,1396,1354,1520,1822,2076,2412,2321,2409,3169,3842,3882,4476,4391,4473,4643,4894,5104,5353,5440,5563,5645,6115,6281,6572,6527,6647,7160,7243,7031,7196,7617,8127,8836,9269,9559,10533,..
